Country,1990_Spend,1991_Spend,1992_Spend,1993_Spend,1994_Spend,1995_Spend,1996_Spend,1997_Spend,1998_Spend,1999_Spend,2000_Spend,2001_Spend,2002_Spend,2003_Spend,2004_Spend,2005_Spend,2006_Spend,2007_Spend,2008_Spend,2009_Spend,2010_Spend,2011_Spend,2012_Spend,2013_Spend,2014_Spend,2015_Spend,2016_Spend,2017_Spend
Norway,3394869435.0,3287551636.0,3803684930.0,3175583193.0,3403291213.0,3508040839.0,3537003416.0,3253032488.0,3324939365.0,3309198286.0,2922343510.0,2965973987.0,4065868548.0,4517514992.0,4887380337.0,4884904928.0,5011748967.0,5875288100.0,6370921986.0,6195603602.0,6498659038.0,7232260585.0,7143962183.0,7391829787.0,7334073604.0,5815228175.0,5997385048.0,6465750412.0
Nepal,37929191.13,35431485.71,37607537.89,37041837.42,39252998.63,39766584.51,39547026.04,42587851.99,42273075.89,47484957.37,51358135.31,64701738.38,85405885.72,102934146.2,130650327.9,159326023.8,157247689.5,169575397.1,187069695.8,209703502.0,254950072.1,284518851.1,256686839.5,281038425.7,328115662.2,323797729.6,356495278.6,404705219.5
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,1057749672.0,989033810.0,870398917.2,866788074.6,979531817.0,1146415728.0,1238271987.0,1180888907.0,969356349.5,970306042.0,858414919.5,796636889.1,865788853.0,1132832007.0,1285163189.0,1389770959.0,1463950819.0,1713995943.0,1661242822.0,1623013593.0,1930748002.0,2080091009.0,2094946041.0,2134105838.0,2274148859.0,1943757736.0,2093352062.0,2328156653.0
OECD members,576000000000.0,561000000000.0,595000000000.0,570000000000.0,568000000000.0,581000000000.0,571000000000.0,554000000000.0,546000000000.0,560000000000.0,569000000000.0,570000000000.0,632000000000.0,740000000000.0,829000000000.0,880000000000.0,919000000000.0,993000000000.0,1100000000000.0,1130000000000.0,1160000000000.0,1200000000000.0,1160000000000.0,1100000000000.0,1080000000000.0,1010000000000.0,1020000000000.0,1050000000000.0
Oman,1447919376.0,1254811443.0,1517165150.0,1439921977.0,1520091027.0,1513849155.0,1437191157.0,1482054616.0,1318205462.0,1340442133.0,1577243173.0,1819895969.0,1868465540.0,1969310793.0,2230689207.0,2739011704.0,3022626788.0,3244603381.0,3462483745.0,3367490247.0,3671391417.0,5000715215.0,9250650195.0,8766319896.0,8213524057.0,7533550065.0,7935955787.0,6802665800.0
Other small states,,,,1181034800.0,1241572243.0,1321905494.0,1492967640.0,1665571036.0,1567182738.0,1405242372.0,1476880365.0,1538111279.0,2336006316.0,2716234095.0,2840470034.0,3197518931.0,3541094594.0,4420949379.0,5600124148.0,5382383419.0,5314373065.0,3764836894.0,3828862888.0,3965664123.0,4512570500.0,4074979973.0,4184199984.0,
Pakistan,2810101624.0,3067123794.0,3388776373.0,3308760745.0,3320617929.0,3665932427.0,3547799671.0,3320238863.0,3218881738.0,3080764514.0,2973072722.0,2842046790.0,3273401893.0,3722814794.0,4128195489.0,4587117425.0,4969197611.0,5342575138.0,5226678787.0,5274564971.0,5974613176.0,6954787511.0,7478971082.0,7645455529.0,8654930762.0,9483482373.0,9973768059.0,11461253917.0
Panama,73100000.0,78600000.0,78800000.0,95200000.0,101000000.0,96600000.0,101200000.0,118000000.0,104000000.0,111600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru,777066944.8,697734627.8,904617805.0,956586465.0,1111161731.0,1413463629.0,1396469289.0,1178753608.0,1141808874.0,992217726.3,912005730.7,904235449.1,839613251.8,891253913.4,922046074.5,1203039421.0,1291060140.0,1332655376.0,1503663891.0,1848562930.0,2178945723.0,2355167834.0,2857983382.0,3305451871.0,3217579346.0,3312214570.0,2536072335.0,2665785313.0
Philippines,951481870.0,913219741.9,1078843704.0,1173017500.0,1392199022.0,1700402497.0,1879303176.0,1576447115.0,1225561281.0,1341016654.0,1303077685.0,1122103992.0,1199121767.0,1301286084.0,1243221348.0,1372702435.0,1607271267.0,2014371029.0,2270904919.0,2115785124.0,2438189569.0,2701492158.0,2898685257.0,3377027861.0,3103128266.0,3335552977.0,4357991313.0,3755351173.0
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,68691099.48,52642141.66,58569676.66,68596992.16,83255878.34,56405488.19,78744873.28,79556597.15,49720532.99,35678026.43,33606981.63,25230765.6,17020861.47,19307132.13,24421729.44,30464707.68,31307966.36,39287099.33,39332022.27,52048171.78,46335624.37,64193136.14,110623185.3,105100890.6,112375527.6,99840642.68,79051319.31,71907641.56
Poland,1540736842.0,1721995821.0,1881935067.0,2123378416.0,2251923178.0,2719362634.0,3083416787.0,3192276377.0,3491022616.0,3226555351.0,3146106713.0,3630645595.0,3776173214.0,4150261759.0,4778627749.0,5896404861.0,6619413759.0,8589136364.0,9349421394.0,7903812008.0,8790170132.0,9455422988.0,8986838792.0,9275711727.0,10345153575.0,10212785781.0,9164190587.0,9870680628.0
Pre-demographic dividend,4771894025.0,4050240467.0,2689576654.0,4226109874.0,2251644396.0,2087386762.0,2303553763.0,2707359210.0,2912012465.0,3534391912.0,2943330107.0,2764998588.0,3283060416.0,3666436814.0,5582172254.0,6790746260.0,9024625898.0,11674115873.0,16762333514.0,16454226930.0,14670807167.0,16148704930.0,16385564270.0,23465402718.0,24195384348.0,24252553280.0,19707109971.0,23034160650.0
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,1875087897.0,2115383815.0,2532649406.0,2192208142.0,2173634730.0,2670121572.0,2600849533.0,2388687811.0,2335597096.0,2406493740.0,2204256495.0,2324811411.0,2602230483.0,3109812942.0,3719431562.0,4039322489.0,4066783668.0,4366184075.0,4812099462.0,4949690419.0,4718924038.0,4904393519.0,4137254045.0,4724102082.0,4111548064.0,3565420872.0,3569059626.0,3646515110.0
Paraguay,112234255.7,197613496.8,169556285.2,157930499.3,161100272.3,206926409.3,202012224.8,167982106.9,139262988.0,116553254.9,110248167.2,91298893.93,69892741.29,63511880.06,84466986.26,77468937.97,106557406.1,132393616.2,168154857.4,168486261.9,204605254.8,285106240.8,320909756.6,371215575.4,398370979.3,386538864.3,343232340.6,348179657.5
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,562000000000.0,542000000000.0,578000000000.0,552000000000.0,552000000000.0,565000000000.0,553000000000.0,536000000000.0,526000000000.0,539000000000.0,546000000000.0,549000000000.0,610000000000.0,716000000000.0,803000000000.0,852000000000.0,888000000000.0,959000000000.0,1060000000000.0,1090000000000.0,1120000000000.0,1160000000000.0,1120000000000.0,1060000000000.0,1030000000000.0,971000000000.0,984000000000.0,1010000000000.0
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,790796703.3,895631868.1,,,,,,,,,,,760989011.0,784615384.6,772362637.4,887500000.0,1065741758.0,1562225275.0,2317500000.0,1948351648.0,1876758242.0,,,,,,,
Romania,1739025771.0,1377194085.0,831620409.6,722451519.7,936686222.5,983140541.4,874451238.9,1074785782.0,1254227893.0,955337577.0,935569610.3,985657655.7,1056136062.0,1250327559.0,1530183904.0,1975975151.0,2251493425.0,2607689942.0,3000404945.0,2225144540.0,2086220460.0,2379871482.0,2102886223.0,2452512981.0,2691470287.0,2580594158.0,2644159836.0,3622068492.0
Russian Federation,,,,7766720078.0,13547871733.0,12741629470.0,15826340652.0,17577353181.0,7955730401.0,6469035211.0,9228204144.0,11683151345.0,13943825063.0,16973739085.0,20955413571.0,27336977274.0,34517781619.0,43534994996.0,56183785393.0,51532116798.0,58720227609.0,70237523951.0,81469399931.0,88352896464.0,84696504653.0,66418708184.0,69245309461.0,66527303992.0
Rwanda,95132735.43,105333802.1,88570170.0,89436136.36,40510575.39,56449336.72,73658822.76,77272576.53,87091837.06,80852363.58,61329857.12,56885903.13,51118614.12,45196268.98,41215761.05,44996351.89,54557648.04,55580440.8,67660359.62,75278486.05,74514417.29,75383928.56,79793910.09,82480715.58,90937755.73,103563214.7,107278618.7,115716812.4
South Asia,13945113110.0,12384138295.0,12264104419.0,12425175007.0,13224872081.0,14843922761.0,14898083870.0,16208417999.0,16616786868.0,18392238657.0,18874870624.0,18887889072.0,19361949143.0,21420874130.0,26012470554.0,29359373061.0,30830893326.0,35994785233.0,41198040830.0,47239315908.0,55774806952.0,60752379602.0,58489489059.0,59196047345.0,64435959968.0,66175430519.0,72134959697.0,82077343949.0
Saudi Arabia,16355466667.0,16355466667.0,15360266667.0,16451200000.0,14279733333.0,13200266667.0,13340000000.0,18126666667.0,20861600000.0,18320000000.0,19964266667.0,21026666667.0,18501866667.0,18747466667.0,20910400000.0,25392038601.0,29580507343.0,35469513009.0,38222933333.0,41267200000.0,45244533333.0,48530933333.0,56497866667.0,67020000000.0,80762400000.0,87185866667.0,63672800000.0,70400000000.0
Sudan,1177777778.0,1365798115.0,183718440.7,257981093.9,226167004.5,138756425.7,106332797.7,97731859.32,259957570.1,429617897.4,587267572.3,388091317.4,484607263.0,398110221.7,1240766949.0,1164995936.0,1647839194.0,2427072595.0,3228000000.0,3180483010.0,,,,,,2279621640.0,2748511976.0,4382998817.0
Senegal,118215709.0,110014994.3,109772868.1,119937986.2,66146738.59,80915880.66,79774881.15,70800402.28,75090854.85,78285006.15,62361652.64,68891286.82,74361395.03,96856503.79,107553687.9,124403755.3,148555145.4,192807975.5,216870289.5,214824243.0,195732892.9,230190350.7,196661489.0,236737916.0,239893611.6,214827965.2,304764264.2,305441261.6
Singapore,1801901210.0,2022806865.0,2332148536.0,2481448703.0,2797163882.0,3672797697.0,4100238291.0,4457304302.0,4466270315.0,4493173880.0,4330726931.0,4309127542.0,4528116431.0,4723679528.0,5043396461.0,5463830810.0,5830527462.0,6518528963.0,7454324103.0,7537761858.0,8108851420.0,8922267805.0,9171948019.0,9345680492.0,9596602344.0,9383830669.0,9873331564.0,10195721999.0
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,12387253.54,23179749.72,26661754.52,23339131.11,26495551.69,25023304.59,18592815.28,9490749.703,,,23310804.35,29911134.61,27133961.88,28467933.59,22961537.04,23552130.23,28022458.48,29076876.18,23645736.56,26405564.66,25062278.63,25476183.91,29758934.08,31684939.41,48810630.79,39226514.27,37414732.17,39577826.0
El Salvador,163886690.4,145127188.6,134193736.7,116470035.6,109334519.6,111636298.9,110830676.2,112211743.8,110830676.2,114743701.1,110370320.3,150651459.1,161700000.0,126600000.0,128000000.0,132900000.0,142100000.0,165600000.0,173000000.0,189900000.0,201000000.0,220700000.0,224300000.0,237500000.0,233900000.0,247700000.0,247600000.0,260900000.0
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,26050000.0,60258000.0,46614000.0,47706000.0,60406000.0
Serbia,,,,,,,,914364967.9,642122263.4,737469450.8,337080608.4,494069226.5,678511699.8,730567122.9,739172065.1,629500942.8,705062714.3,971570564.6,1111631538.0,974288479.2,872339631.7,986958193.7,853622633.2,919809908.3,913368512.8,724151880.2,710397717.1,801700087.2
Sub-Saharan Africa (excluding high income),10664269382.0,9342349181.0,7411657272.0,8339718592.0,6499487573.0,6187604533.0,5710615260.0,6093501182.0,6053235044.0,6728985238.0,6350708383.0,5746794114.0,6561325658.0,7427343620.0,9304737032.0,10394213335.0,12498186342.0,14164248907.0,17956284790.0,17831275367.0,16590195672.0,18223430234.0,18751443006.0,21739346175.0,23245601767.0,20233906684.0,19101394125.0,21610583992.0
South Sudan,,,,,,,,,,,,,,,,,551454504.4,587966866.7,896390706.9,609898632.6,650910667.8,1052721970.0,988225988.7,981983050.8,1301525424.0,1151920377.0,135338143.6,72388104.57
Sub-Saharan Africa,10679109457.0,9358910888.0,7432157156.0,8352668435.0,6511374769.0,6199196374.0,5721158562.0,6104899536.0,6063777422.0,6740075385.0,6361034224.0,5757859510.0,6573025593.0,7439582729.0,9320664305.0,10408940608.0,12512552729.0,14179425610.0,17967409600.0,17839926570.0,16597353232.0,18232142939.0,18761367116.0,21753112627.0,23278199397.0,20254523519.0,19128112584.0,21632842537.0
Small states,,,,1290830254.0,1347043765.0,1405649008.0,1581134256.0,,,,1572187909.0,1653068473.0,2467793065.0,2867010977.0,3049309516.0,3426930446.0,3814827759.0,4743519784.0,5972745764.0,5735324372.0,5669828785.0,4153174674.0,4243244084.0,4416322109.0,4928043468.0,4509524486.0,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,,,,266899036.6,299993419.1,629622682.6,641559871.1,499529506.7,397592215.7,327169170.9,342322768.9,393996598.3,440059286.0,624508454.6,711290428.0,823313455.4,911370626.8,1139194488.0,1411710285.0,1350294439.0,1137680536.0,1064842811.0,1020180035.0,967923107.9,997703821.8,985915493.0,1003048084.0,1049074347.0
Slovenia,,,281422738.5,230303671.6,237949504.1,334655022.9,329972648.3,290785271.8,301139822.2,274841827.8,222391556.8,271488790.4,326959522.8,416906753.7,493153892.9,514172799.5,608833753.4,692654912.6,829384406.9,798868642.2,772085107.5,665679671.4,543496416.5,506742932.1,486194870.4,400771875.3,449177539.1,473796757.2
Sweden,6169504240.0,6219460369.0,6418628291.0,5011158320.0,5154504230.0,5729770498.0,6203436943.0,5203218383.0,5132285182.0,5148727432.0,4789440137.0,4128046006.0,4354573015.0,5305640404.0,5514710385.0,5518466926.0,5577203266.0,6386221162.0,6024791006.0,5062962024.0,5885935800.0,6324747364.0,6243671605.0,6528737467.0,6555518064.0,5387123174.0,5427549191.0,5526592999.0
Eswatini,14223211.66,16006837.31,20976434.16,23724347.71,25804044.16,28769619.72,26486561.92,25662115.12,25731330.54,25853264.11,24471060.53,19665055.21,18338440.52,31927690.93,42695547.31,59471673.9,58520575.05,61877516.72,66657830.2,75911617.99,102032175.0,106629408.9,90639795.27,86040376.76,81355330.93,73527854.06,72447621.01,88678493.74
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,14840075.7,16561706.54,20499884.81,12949843.0,11887196.24,11591841.19,10543301.99,11398353.47,10542378.74,11090147.46,10325841.56,11065396.05,11699935.95,12239108.86,15927272.73,14727272.73,14366386.52,15176703.39,11124810.2,8651202.434,7157559.7870000005,8712704.951,9924109.749,13766451.32,32597630.82,20616835.38,26718458.5,22258545.47
Syrian Arab Republic,1641781737.0,2893808463.0,2976570156.0,1426095238.0,1636299776.0,957899818.9,995089040.9,1046927961.0,1096039533.0,1127632857.0,897044908.7,1022526578.0,1102912157.0,1436210734.0,1388544983.0,1450324657.0,1435215692.0,1599033723.0,1732416848.0,2181974581.0,2346021283.0,2494887483.0,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,34341542.25,,35324074.77,39200036.73,22153979.16,20034138.17,24826410.61,16619008.38,16103004.99,20951796.25,21349034.24,26192330.83,34290403.85,40949759.12,50540901.22,55491517.97,222991451.4,389135909.6,611426848.7,738903737.1,615817007.5,609706993.1,,726459396.0,392382917.2,220982331.6,309567431.7,219081031.4
East Asia & Pacific (IDA & IBRD countries),17443884154.0,18343740488.0,22105236302.0,23389677478.0,23004238859.0,27349781671.0,30677054372.0,31346836050.0,29077162787.0,34354789091.0,37991772473.0,43204793160.0,49907795061.0,68525954401.0,79663666532.0,88717903585.0,66782238969.0,82941095953.0,103000000000.0,123000000000.0,135000000000.0,160000000000.0,184000000000.0,209000000000.0,229000000000.0,243000000000.0,246000000000.0,258000000000.0
Europe & Central Asia (IDA & IBRD countries),,,,19441618985.0,25209217730.0,27288925100.0,31984021604.0,35851835562.0,26221762209.0,24714602758.0,26550637058.0,27134780805.0,32069695726.0,37458175838.0,43656321565.0,54051042170.0,65349653311.0,82085055468.0,100000000000.0,89743349539.0,99441323305.0,113000000000.0,125000000000.0,134000000000.0,131000000000.0,108000000000.0,109000000000.0,109000000000.0
Togo,50748351.79,45904568.12,49113686.85,50147794.73,25396024.89,30852572.78,,,,,,,,28831211.29,31719621.04,33238035.29,,,57009189.27,55130817.09,56832843.04,59018874.0,62931049.68,72419237.31,83080003.64,69977174.74,82019690.41,88414114.92
Thailand,2214017705.0,2598337174.0,2961769836.0,3156299863.0,3611133201.0,3849025896.0,3938047248.0,3264802658.0,2110239752.0,2056847122.0,1881009454.0,1724799637.0,1812993336.0,1891520588.0,1866937328.0,1984492828.0,2441917005.0,3522634436.0,4465994062.0,4799654668.0,4962419956.0,5512983861.0,5491915221.0,5901296947.0,5729784358.0,5724812311.0,5876294938.0,6305880241.0
Tajikistan,,,1037058.642,23498175.22,14182891.53,5803400.646000001,13458544.84,19050989.36,22613230.32,15126152.26,10353281.16,12468225.56,25577668.2,34788346.39,45110098.94,,,,52467120.6,47529274.32,53756933.71,71342116.79,76260471.83,,104280654.0,95763184.88,,
Turkmenistan,,,,,79583333.33,135612612.6,48549386.5,106190591.1,87510040.16,111923076.9,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),18506705838.0,16136078538.0,15840980993.0,19435846807.0,24367305566.0,28777630396.0,29759534033.0,29528188544.0,30409740756.0,25688301446.0,27532548546.0,27636535011.0,23166928086.0,22176246246.0,25383562980.0,33133370305.0,38931408749.0,47082909534.0,56914888114.0,56524209289.0,69488607216.0,74698823536.0,76491887610.0,79738441529.0,74550813073.0,61565566785.0,57271266152.0,65577192073.0
Timor-Leste,,,,,,,,,,,,,,,,8230000.0,17105000.0,23735000.0,23651000.0,36481000.0,26389000.0,20530000.0,33388000.0,31683000.0,29624000.0,36959000.0,26217000.0,25442000.0
Middle East & North Africa (IDA & IBRD countries),23973651073.0,25485869356.0,28847511037.0,9615943062.0,11480428475.0,10305380499.0,11552504467.0,14266542970.0,15714397096.0,16534094810.0,17969079399.0,21006532269.0,13822928320.0,14895915019.0,17799251116.0,20568797356.0,23297586768.0,26980442528.0,33267383030.0,35336902862.0,38062236170.0,43058914279.0,46439276405.0,48117797841.0,45878272261.0,44183408607.0,41653978701.0,42887738360.0
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),13945113110.0,12384138295.0,12264104419.0,12425175007.0,13224872081.0,14843922761.0,14898083870.0,16208417999.0,16616786868.0,18392238657.0,18874870624.0,18887889072.0,19361949143.0,21420874130.0,26012470554.0,29359373061.0,30830893326.0,35994785233.0,41198040830.0,47239315908.0,55774806952.0,60752379602.0,58489489059.0,59196047345.0,64435959968.0,66175430519.0,72134959697.0,82077343949.0
Sub-Saharan Africa (IDA & IBRD countries),10679109457.0,9358910888.0,7432157156.0,8352668435.0,6511374769.0,6199196374.0,5721158562.0,6104899536.0,6063777422.0,6740075385.0,6361034224.0,5757859510.0,6573025593.0,7439582729.0,9320664305.0,10408940608.0,12512552729.0,14179425610.0,17967409600.0,17839926570.0,16597353232.0,18232142939.0,18761367116.0,21753112627.0,23278199397.0,20254523519.0,19128112584.0,21632842537.0
Trinidad and Tobago,,,,22644876.75,24202817.59,,,,,,,13945440.72,19492116.74,33736557.0,75889150.48,97752858.93,115560463.1,124750514.8,139098455.7,138523710.2,143063064.8,146080695.2,168762442.5,211176025.9,188885941.7,202106905.5,216276660.0,202766994.3
Tunisia,247855881.5,260431030.7,289677115.2,276167134.9,297068854.7,342902458.4,397469509.2,358166577.8,365849374.7,357013395.4,332389762.7,335647906.8,345424236.7,407385561.1,444651416.7,468464580.0,497212664.0,490650558.8,578911487.3,564775933.7,571189045.7,715239597.1,681225950.6,759358881.2,908357287.6,979494041.9,987734705.2,858949581.3
Turkey,5315413395.0,5670666520.0,6157947273.0,7075086940.0,5293173966.0,6606245815.0,7512090796.0,7791986304.0,8781048158.0,9951788874.0,9993730197.0,7216051045.0,9050377182.0,10277901778.0,10920773882.0,12081156314.0,13363298981.0,15319161863.0,17127313222.0,16352301844.0,17939370512.0,17304881561.0,17958240406.0,18662574078.0,17772167745.0,15880927524.0,17853980850.0,17824007487.0
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,87154458.21,108141651.9,96907036.42,58725701.62,58375569.77,85513656.09,101038489.5,118603807.7,134276958.1,128497943.6,135055952.6,150728196.3,140753561.8,125254713.9,127567862.8,139493591.3,147417924.8,166215543.3,194000300.9,219476865.3,282725098.8,307473984.2,359739418.8,443379945.5,507287182.6,517075761.8,544218297.9,611215551.9
Uganda,107006214.2,73561599.98,52331345.97,62636650.43,104127847.9,127002622.5,135393564.5,139615977.7,154712531.5,159704570.3,141303025.9,136157342.5,142191594.1,152379921.8,196015853.7,216667041.1,218533948.5,252119246.4,311856269.3,293527670.7,608685868.6,607135070.9,351838247.0,300075573.4,325662842.0,306140404.6,318551679.3,346762883.8
Ukraine,,,,152233866.5,919044682.1,1046793431.0,1464905136.0,2068583952.0,1405161785.0,941788284.1,1136716646.0,1088575173.0,1176355738.0,1427984751.0,1685034159.0,2405492582.0,2986475248.0,4096039604.0,4811019855.0,3452467130.0,3729503859.0,3684691424.0,4136888486.0,4386463155.0,4033331370.0,3616896001.0,3423286811.0,3647565178.0
Upper middle income,59496545836.0,59037581006.0,64283415572.0,58406593726.0,66401150324.0,75366487391.0,82847479241.0,88525909768.0,80844624854.0,80253499910.0,88178342019.0,95694459680.0,93081477151.0,102000000000.0,119000000000.0,143000000000.0,170000000000.0,209000000000.0,260000000000.0,273000000000.0,306000000000.0,352000000000.0,391000000000.0,426000000000.0,435000000000.0,413000000000.0,411000000000.0,432000000000.0
Uruguay,328351062.0,268628014.6,366965197.8,418919639.0,450443306.0,523862025.5,575652014.7,575206289.5,573248407.6,574285890.7,555968792.4,523008311.4,344263066.3,269526777.2,279301971.5,347323784.9,392798690.7,416045332.5,567703932.8,577056008.5,755659469.7,824833542.2,924640335.6,1045084368.0,1034500559.0,969906845.5,988223629.6,1165710349.0
United States,306000000000.0,280000000000.0,305000000000.0,298000000000.0,288000000000.0,279000000000.0,271000000000.0,276000000000.0,274000000000.0,281000000000.0,302000000000.0,313000000000.0,357000000000.0,415000000000.0,465000000000.0,503000000000.0,528000000000.0,557000000000.0,621000000000.0,669000000000.0,698000000000.0,711000000000.0,685000000000.0,640000000000.0,610000000000.0,596000000000.0,600000000000.0,606000000000.0
Uzbekistan,,,,,86929824.56,112678421.5,172211545.7,217747190.7,,250071736.0,115375384.6,59760610.47,45914432.99,54133695.46,,,,,,,,,,,,,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,737870454.7,983721953.4,992932485.0,1287954761.0,939683231.4,1198810237.0,733197556.0,1541033864.0,1450963992.0,1408064716.0,1788322080.0,1911400137.0,1071363969.0,987890177.7,1448715983.0,2665390597.0,3630088496.0,4351560317.0,5660456451.0,4055379599.0,3991194835.0,3577531587.0,5114847100.0,6199698500.0,1554727108.0,320539158.0,218154892.9,464821762.6
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,511970136.4,427617814.1,332970309.4,297716380.0,431345012.2,,,,,,,,,841930159.4,915089546.6,1026426801.0,1286528867.0,1784217422.0,2137625597.0,2401450914.0,2672286425.0,2686520590.0,3360860380.0,3727249276.0,4255721581.0,4562632501.0,5017401787.0,5073853534.0
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,700000000000.0,685000000000.0,717000000000.0,686000000000.0,695000000000.0,717000000000.0,716000000000.0,714000000000.0,696000000000.0,709000000000.0,730000000000.0,742000000000.0,802000000000.0,937000000000.0,1060000000000.0,1150000000000.0,1190000000000.0,1320000000000.0,1490000000000.0,1550000000000.0,1630000000000.0,1730000000000.0,1740000000000.0,1740000000000.0,1740000000000.0,1640000000000.0,1630000000000.0,1700000000000.0
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,927234.775,27227085.63,38578120.51,50968863.77,43390403.88,48597681.23,53575787.74,49984164.36,51937624.42,57262629.27
"Yemen, Rep.",807070715.5,1028217917.0,1306900026.0,1535457656.0,2353269332.0,805892377.9,416008632.4,397073042.4,384502730.3,395252957.3,473664032.5,540101498.8,737366548.0,807313244.1,735485127.9,815627464.0,822130536.1,1050499364.0,1196411766.0,1420775264.0,1448153377.0,1612254443.0,1618840127.0,1648750524.0,1714830844.0,,,
South Africa,4364458204.0,3874415135.0,3677406461.0,3254313379.0,3478582291.0,3292446562.0,2591787131.0,2414137710.0,1905656009.0,1738036625.0,1891725013.0,1802262236.0,1766082898.0,2574176278.0,3099065125.0,3566963815.0,3506139658.0,3525684244.0,3285925081.0,3592687702.0,4188168092.0,4594154078.0,4489590096.0,4118208483.0,3892469155.0,3488867948.0,3169756001.0,3638936588.0
Zambia,139324047.3,86247306.22,97756279.98,51128294.49,62869469.99,55265536.34,37835913.57,43362495.25,,56113432.89,,,,,98349404.04,139509353.6,205852231.6,232278664.4,278055135.8,220962285.8,280187778.6,309113764.2,346301423.1,381345802.1,443604396.0,372447569.8,299504759.9,339664531.4
Zimbabwe,416300000.0,376050000.0,296350000.0,249800000.0,247900000.0,262900000.0,291650000.0,311400000.0,306000000.0,263400000.0,346300000.0,286700000.0,677000000.0,194800000.0,256100000.0,131400000.0,161700000.0,,,,98293000.0,198438000.0,318272000.0,356700000.0,368100000.0,376677000.0,358065000.0,340522000.0
